,BERT_Topic_0,BERT_Topic_1,BERT_Topic_2,BERT_Topic_3,BERT_Topic_4,BERT_Topic_5,BERT_Topic_6,BERT_Topic_7,BERT_Topic_8,BERT_Topic_9,BERT_Topic_10,BERT_Topic_11,BERT_Topic_12,BERT_Topic_13,BERT_Topic_14,BERT_Topic_15,BERT_Topic_16
달성,0.4316153,0.42367,0.34515733,0.4422994,0.40137893,0.37231237,0.37753233,0.40508485,0.41602868,0.3449573,0.35840043,0.30653623,0.35815096,0.28423023,0.3088132,0.4099449,0.2814573
답변,0.47292048,0.47456932,0.38355315,0.53285134,0.38837677,0.29238865,0.32859844,0.47468066,0.4618356,0.39130038,0.3246281,0.32753527,0.43096477,0.31152076,0.37864792,0.41830873,0.23775113
당국,0.43634787,0.43338108,0.35563856,0.4805951,0.36196715,0.31778175,0.30842048,0.44144756,0.43430352,0.38009617,0.30756307,0.31804425,0.39338183,0.29676712,0.35208547,0.392358,0.2346752
당부,0.4450459,0.43581012,0.36810032,0.5098214,0.37027344,0.2747611,0.27564985,0.45739567,0.45136562,0.38818043,0.2973665,0.31352854,0.39114237,0.30211598,0.34710446,0.39312828,0.2197061
당장,0.46541664,0.44662696,0.37748706,0.58683735,0.37874675,0.28903455,0.2842404,0.48035276,0.4960658,0.4436584,0.28449124,0.33440232,0.4316819,0.34698218,0.4474607,0.42315263,0.23046492
대국민,0.5267749,0.5355166,0.42106307,0.6008758,0.4576643,0.32140297,0.3278056,0.52335864,0.530174,0.55099905,0.36021936,0.43238127,0.5033271,0.38797063,0.46497095,0.5093064,0.2747401
대규모,0.28788412,0.33632624,0.2056153,0.30698225,0.2541321,0.23487794,0.2953894,0.28315914,0.29556245,0.27489427,0.21050298,0.26604557,0.23153228,0.18325043,0.17834967,0.31349242,0.092683926
대규모언어모델,0.5306582,0.5423013,0.47873628,0.4812641,0.4793387,0.55461323,0.46242833,0.6012736,0.46179396,0.3646887,0.5163553,0.38572675,0.64095175,0.43844265,0.5504029,0.4567661,0.55587137
대기,0.22067101,0.22606638,0.17224674,0.27172747,0.19961065,0.15987833,0.15566894,0.24874827,0.20975901,0.20207381,0.13760829,0.19460925,0.2046489,0.17845368,0.21906337,0.26059455,0.12212466
대기업,0.23916098,0.35496405,0.12905785,0.18352146,0.17428692,0.28314078,0.25371146,0.17678642,0.28424615,0.25394234,0.14605817,0.26182485,0.14208362,0.14472412,0.040098876,0.19928536,-0.0061032735
대다수,0.39264065,0.39167786,0.32986128,0.42217875,0.351124,0.26591378,0.3147975,0.37447053,0.38642257,0.32858068,0.28769416,0.26052937,0.32106435,0.26308,0.267375,0.3764271,0.20875221
대담,0.36420965,0.34306228,0.30111143,0.4157199,0.331522,0.24622694,0.21290632,0.3929805,0.3657049,0.28261694,0.26134622,0.26760092,0.31745243,0.23556064,0.27147016,0.32192045,0.21102345
대답,0.40714663,0.41586345,0.3324594,0.43896997,0.34239417,0.2705933,0.28978243,0.40456182,0.38808692,0.31735975,0.2864448,0.2926685,0.3464496,0.25595254,0.2857939,0.35398138,0.19151881
대두,0.40587577,0.3838932,0.33185983,0.49251717,0.34814176,0.27063018,0.24778241,0.42384487,0.4170633,0.36928502,0.27228105,0.29678184,0.3686157,0.29337323,0.3270646,0.3641131,0.22071356
대량,0.31275707,0.32955495,0.24791074,0.3491796,0.30007085,0.21392807,0.26185745,0.2965482,0.3118695,0.26960188,0.22090325,0.25131688,0.24077003,0.1982629,0.19556464,0.30743748,0.12095404
대면,0.39047045,0.37069055,0.31545776,0.4696246,0.34911835,0.25988597,0.23177668,0.40741593,0.38013262,0.33803332,0.27563184,0.29130974,0.3482786,0.27582687,0.30784237,0.35262668,0.24453235
대본,0.44574797,0.43443298,0.37406808,0.47528145,0.36296713,0.34025687,0.3436646,0.47694862,0.43532398,0.3353367,0.33430076,0.3417617,0.41616088,0.3187387,0.32902962,0.39368582,0.29801744
대비,0.46315104,0.4751507,0.37799877,0.46089512,0.38862616,0.3429348,0.34847313,0.43367225,0.42226237,0.41553158,0.377218,0.37699658,0.38404775,0.3080117,0.32879287,0.43369922,0.27011672
대사,0.42448983,0.44897953,0.36110544,0.41284338,0.3587101,0.24100062,0.21481666,0.45594096,0.47588623,0.3938934,0.29357058,0.41356272,0.41702712,0.35042912,0.37684563,0.38979825,0.203086
대상,0.45664215,0.48472083,0.37291488,0.38626426,0.44503516,0.39680055,0.34866047,0.38785148,0.3879739,0.34971502,0.42784774,0.39679328,0.33763796,0.2935128,0.23937017,0.41529047,0.2917108
대세,0.37709445,0.36103255,0.30940527,0.46017313,0.32211542,0.22704867,0.21186219,0.40656412,0.3991049,0.33360398,0.2383341,0.2796231,0.33874103,0.26531872,0.30062044,0.32682198,0.17621881
대시보드,0.48872358,0.49634314,0.41080534,0.46598363,0.43220797,0.3619427,0.33092093,0.47981513,0.46948364,0.38305986,0.3857384,0.46249673,0.40156722,0.40524912,0.2956494,0.45733267,0.2765605
대안,0.4202097,0.40503186,0.34545165,0.4804923,0.37336713,0.28314063,0.25647604,0.42398137,0.42164004,0.36139327,0.30229864,0.31883112,0.363617,0.29336032,0.3315301,0.37572846,0.23608069
대응,0.38153416,0.40357187,0.29725283,0.41320747,0.31841007,0.23677033,0.26357335,0.3580489,0.35148072,0.3447384,0.27661514,0.28635114,0.33737922,0.24880871,0.27785164,0.3413526,0.17882228
대입,0.4575197,0.45436898,0.37685335,0.5126823,0.40268368,0.32623917,0.3068952,0.4643045,0.45218945,0.39341152,0.33296224,0.34334373,0.42757195,0.3173892,0.38078564,0.40827936,0.26314187
대전환,0.4419133,0.43418235,0.34391478,0.5765543,0.3505696,0.31767672,0.3233856,0.46634138,0.48254755,0.48258984,0.2575496,0.32287383,0.46393374,0.34465593,0.4451298,0.41851932,0.23961863
대중,0.4350552,0.45671576,0.36711013,0.39634985,0.40529203,0.26062718,0.26919955,0.39318126,0.35481995,0.41993353,0.37462115,0.4141535,0.3529611,0.3096918,0.29063898,0.43175238,0.23891884
대중화,0.46789312,0.52247,0.39145783,0.4148269,0.41858712,0.35944813,0.39945015,0.39796495,0.4019754,0.43358502,0.41204393,0.40447924,0.37214237,0.3320225,0.2852723,0.44385278,0.27361965
대책,0.3954134,0.42393863,0.32318562,0.38053674,0.31785208,0.34360015,0.30041492,0.34461045,0.3475407,0.3509754,0.3291373,0.31730843,0.3173761,0.26814914,0.21642679,0.32836458,0.20912758
대처,0.43735945,0.43192682,0.35832176,0.46822834,0.3870962,0.33669475,0.28381675,0.41020447,0.41278875,0.37236694,0.3508799,0.3509482,0.38006192,0.31589544,0.335406,0.4035225,0.2651987
대체,0.44174153,0.40219787,0.3424037,0.6106988,0.3736,0.28213006,0.26961708,0.48329282,0.46115458,0.4076094,0.26244146,0.29680973,0.44842765,0.31856948,0.45281094,0.42325062,0.23819652
대표적,0.2655401,0.25497863,0.20684382,0.27372456,0.28085122,0.17553765,0.26768604,0.2450875,0.27410632,0.2498022,0.19148886,0.27043125,0.19252038,0.16588007,0.14890537,0.2609975,0.13078016
대학,0.5264881,0.46896505,0.4911825,0.51311404,0.4467668,0.33343816,0.37894905,0.5120708,0.6017167,0.43340242,0.38237345,0.42221326,0.42392233,0.42727253,0.44280982,0.4649071,0.30728272
대학교,0.412819,0.35391068,0.41847825,0.34462148,0.3396973,0.21572587,0.30077845,0.39398783,0.54783463,0.30886626,0.27152917,0.35971838,0.26850945,0.3588342,0.35838133,0.35908866,0.18890531
대학생,0.46903324,0.35540557,0.51089984,0.38777488,0.41296512,0.23559305,0.31334755,0.43773937,0.55685914,0.29016072,0.3735186,0.35324776,0.31108013,0.40967494,0.43057525,0.4194582,0.314093
대한민국,0.3093051,0.31687704,0.24107295,0.39698228,0.28575963,0.1982124,0.26550388,0.27083173,0.3306775,0.44985533,0.17546594,0.3278166,0.27829367,0.24963588,0.2755234,0.27718085,0.124373086
대행,0.46412098,0.51306987,0.36802918,0.38959283,0.39299715,0.42183387,0.321558,0.4016049,0.43270308,0.37815946,0.42003027,0.4169704,0.39312294,0.3314484,0.26854908,0.42094654,0.25834382
대형,0.26894534,0.28559086,0.19615147,0.3311264,0.23701945,0.2264356,0.2496846,0.2746914,0.30404085,0.24983121,0.17122191,0.25066042,0.22248593,0.18988085,0.18153158,0.27679735,0.08663038
대화,0.4835186,0.48835218,0.42930377,0.45252153,0.44817662,0.34441614,0.26906404,0.5129949,0.4219742,0.3117561,0.45346838,0.40743104,0.48596862,0.4240967,0.4334563,0.4286117,0.4083259
대화형,0.5469948,0.54146093,0.4795497,0.53083074,0.49911618,0.4202621,0.3288272,0.5802166,0.48273122,0.3643592,0.5058785,0.439417,0.56182754,0.47546238,0.4938439,0.4847703,0.46805704
대회,0.43920153,0.4616013,0.34364006,0.41863275,0.42012537,0.33537534,0.36407608,0.40325406,0.436458,0.35122493,0.37626413,0.44684345,0.30378518,0.3746581,0.25705335,0.52835906,0.25554976
댄스,0.34255987,0.27996314,0.2828948,0.43945456,0.35828382,0.26425567,0.1753311,0.34347513,0.33214495,0.29028887,0.26197276,0.30032343,0.29644823,0.3049992,0.34319568,0.40596473,0.27019435
댓글,0.4169984,0.40973723,0.35108912,0.3957833,0.39063507,0.28979784,0.35352373,0.37367702,0.36732572,0.28209442,0.38252613,0.31135952,0.3435195,0.28807342,0.2912593,0.3996241,0.3209297
더빙,0.42584288,0.39972958,0.34578755,0.52758515,0.36584428,0.30209714,0.28096634,0.44772336,0.42773238,0.37597927,0.29801485,0.30995455,0.40178525,0.30519438,0.37402284,0.397102,0.25768876
덕분,0.39582324,0.39704394,0.33343142,0.3995313,0.33467677,0.26338214,0.2985332,0.3736714,0.3880937,0.3371707,0.26758367,0.261146,0.31254876,0.22175398,0.27176628,0.322891,0.16946593
데이터베이스,0.28054154,0.32924044,0.2141652,0.21182248,0.20369947,0.29608834,0.34833848,0.24058662,0.23139109,0.1822468,0.29963136,0.20945126,0.28608277,0.23463565,0.16154362,0.22716294,0.23802815
데이터센터,0.24906915,0.30712768,0.17389661,0.13410942,0.20293276,0.27923408,0.30686027,0.21673125,0.21579401,0.25720435,0.27110654,0.26321644,0.28441265,0.23533854,0.17196636,0.19484325,0.171974
데이터셋,0.3651659,0.3886348,0.2751062,0.31644475,0.28906596,0.35125107,0.42542273,0.35046804,0.30947453,0.27433398,0.37086186,0.2691781,0.35405678,0.25773096,0.24351376,0.31200582,0.2869074
도구,0.39576805,0.3991847,0.35390985,0.30652183,0.3322133,0.42680293,0.34214914,0.38206792,0.31099015,0.23302905,0.4086858,0.28743666,0.33909976,0.31489915,0.17695752,0.33615467,0.369519
도구들,0.45505637,0.44421995,0.4036162,0.4070787,0.37889418,0.45204568,0.3870402,0.4512506,0.38288566,0.2970952,0.42990887,0.3124128,0.40557402,0.3692137,0.24781942,0.39460146,0.4011662
도내,0.40615612,0.366822,0.3223164,0.5509915,0.34964964,0.23902744,0.22116135,0.4403086,0.43636495,0.34936512,0.24236163,0.26240546,0.39620566,0.28680047,0.41349888,0.38982707,0.22442323
도달,0.31697842,0.3076264,0.25241703,0.38303447,0.33691666,0.19982556,0.21681088,0.32519743,0.31358266,0.30027494,0.21408981,0.33242455,0.2824273,0.20412053,0.25615203,0.30687267,0.15665357
도덕,0.28103757,0.25310236,0.28339645,0.26290175,0.18961543,0.13319972,0.1465359,0.25021663,0.2329008,0.2009696,0.21523464,0.13322893,0.15987074,0.15919629,0.11974217,0.20215449,0.099146016
도메인,0.4429722,0.45839402,0.32818973,0.45544827,0.39160162,0.38503146,0.31372255,0.4421032,0.43368262,0.34397936,0.3731472,0.33415714,0.478422,0.32546544,0.38784182,0.399561,0.30793378
도모,0.4111521,0.38498902,0.3370459,0.4917493,0.36428273,0.28959346,0.27203,0.4293889,0.40784314,0.34245104,0.29646993,0.29457572,0.37302858,0.2825452,0.33102033,0.3785653,0.25338495
도서,0.44041473,0.424861,0.3551402,0.5324126,0.376004,0.3104577,0.3045898,0.46460608,0.44485143,0.3969753,0.30388403,0.32117426,0.43588656,0.310416,0.39748678,0.40534204,0.2662676
도서관,0.5265613,0.5004341,0.49108624,0.45782232,0.44799405,0.44057328,0.42241433,0.50325537,0.47386616,0.3572985,0.4662637,0.44873625,0.44450244,0.48541912,0.34927714,0.4472986,0.39639395
도시,0.2583047,0.29548663,0.20014963,0.25922439,0.27572072,0.16399503,0.1885536,0.17448753,0.23908499,0.46613246,0.17411223,0.35345206,0.2052052,0.16601962,0.18714017,0.23952705,0.077794336
도약,0.3727265,0.35735098,0.2923808,0.46678382,0.30588573,0.2663682,0.23686081,0.39854804,0.37289387,0.34987277,0.24287975,0.23122215,0.35911417,0.23822552,0.31037813,0.32783931,0.22293147
도우미,0.45249453,0.42442727,0.366273,0.57144785,0.3785062,0.31393367,0.30337584,0.48838884,0.4684717,0.42510253,0.29414308,0.32067978,0.4354431,0.34037235,0.41671008,0.41968364,0.2815423
도움,0.36318487,0.35564715,0.31038597,0.36750728,0.33178008,0.29976922,0.26521605,0.3507,0.32561168,0.2724628,0.32130203,0.2910623,0.29806146,0.26696128,0.24004382,0.33311397,0.24001321
도전,0.40346223,0.41547403,0.3333773,0.3975103,0.38941106,0.32369053,0.28942955,0.37345487,0.37669194,0.31058678,0.3486159,0.30260223,0.29874632,0.26704782,0.2718707,0.42427945,0.2546202
도지사,0.49682373,0.5270653,0.40979236,0.398722,0.36388898,0.39191484,0.4123193,0.4658938,0.46824044,0.417241,0.42313576,0.43853265,0.4072242,0.37354285,0.24585053,0.403718,0.28744906
도출,0.31885573,0.3152058,0.25634846,0.4036049,0.3013453,0.22668411,0.18391067,0.3058638,0.31518406,0.26277804,0.20895132,0.23729765,0.27668914,0.22497883,0.27148098,0.30723155,0.14896035
독립,0.26407093,0.2859386,0.2496197,0.25284606,0.2529767,0.15617678,0.1493656,0.19396007,0.2534372,0.2832134,0.22657338,0.19761688,0.18343166,0.12038791,0.14134559,0.24444008,0.08915231
독보적,0.46185035,0.44734922,0.3718415,0.52475315,0.37404096,0.34369677,0.33735836,0.46771526,0.43190694,0.40663326,0.34096086,0.33576584,0.42612687,0.3237533,0.34839177,0.4153255,0.2738912
독서,0.41775945,0.34409818,0.4495772,0.40228862,0.38120955,0.23481613,0.28765577,0.4117573,0.35442537,0.22759582,0.35005414,0.26425317,0.35347745,0.33999354,0.34165263,0.33085948,0.33464336
독자,0.47824878,0.46135515,0.40778142,0.49876788,0.43343306,0.32101163,0.31773037,0.47607958,0.43113506,0.36514467,0.37915456,0.33582425,0.42521563,0.33690402,0.35370368,0.42728359,0.3188573
독자들,0.46203643,0.43749368,0.40860826,0.47459108,0.4250279,0.30227453,0.31399775,0.45323688,0.40259957,0.33699903,0.36520535,0.31948388,0.40217572,0.33641136,0.34385544,0.41609448,0.31017572
독자적,0.40062726,0.38292348,0.34383824,0.37530416,0.41466868,0.35730857,0.25560376,0.36981446,0.33340877,0.29697677,0.39073884,0.29874808,0.3451007,0.2563922,0.24735382,0.3414305,0.30850607
독점,0.38632804,0.4072827,0.30966187,0.42024246,0.33221906,0.28314102,0.2788753,0.3528362,0.3676173,0.3492204,0.28638512,0.33739254,0.2975785,0.2770115,0.22845419,0.36549622,0.17030793
독창성,0.43518603,0.42107075,0.37924656,0.437105,0.38685614,0.3277266,0.32184395,0.41159537,0.39826417,0.35019234,0.3533998,0.33147252,0.329387,0.29627788,0.25076497,0.38382247,0.24054724
독창적,0.41614202,0.39895153,0.35694814,0.41874796,0.38323167,0.34111816,0.30350554,0.39560154,0.37670094,0.3306512,0.34322786,0.33320582,0.32140893,0.28659815,0.24807507,0.37496248,0.25116524
독특,0.33730853,0.31308776,0.283542,0.3402356,0.36501276,0.30785513,0.22544116,0.32222417,0.29851845,0.3083901,0.30618772,0.2960126,0.29011977,0.22430077,0.19588569,0.29678103,0.22885254
독해,0.48405468,0.45379484,0.3731705,0.66718256,0.37815455,0.33630586,0.31029335,0.5279254,0.50900406,0.4624346,0.2889694,0.31545854,0.52042884,0.363693,0.5191684,0.48366487,0.28355974
돌파,0.34119558,0.33994764,0.2625211,0.38588107,0.31665587,0.2762732,0.2785009,0.30780715,0.34174728,0.2817378,0.26360363,0.260699,0.25967172,0.22912619,0.24053024,0.35030955,0.1864905
돌파구,0.38896215,0.42795652,0.30797082,0.35787064,0.33426416,0.34118557,0.33733588,0.3279177,0.3779691,0.38061222,0.31345397,0.3464974,0.2826439,0.26514387,0.22621867,0.3455795,0.16411646
동기,0.30791247,0.32505345,0.2768497,0.25589514,0.29942793,0.22778535,0.2326931,0.22626948,0.27098882,0.21190052,0.27618197,0.21077926,0.14616269,0.16782174,0.11988914,0.31970897,0.1648758
동네,0.4758743,0.4519276,0.41080534,0.54025304,0.4557186,0.32067046,0.30770415,0.43549728,0.45401567,0.50120366,0.36189348,0.4167547,0.40201533,0.38549957,0.3914249,0.45589906,0.2748297
동력,0.37054047,0.3818447,0.29651326,0.34513804,0.32479697,0.3132806,0.3237861,0.34467542,0.35269088,0.30618832,0.3110577,0.2810746,0.28331998,0.236731,0.1987688,0.3548904,0.21151587
동료,0.4262161,0.44117475,0.3362053,0.3568895,0.37447438,0.32611543,0.27853888,0.4207907,0.42841598,0.33719695,0.3772479,0.36524832,0.3807879,0.325198,0.2620308,0.35942245,0.2623891
동물,0.3195923,0.29498425,0.2720449,0.36059815,0.33273345,0.20821333,0.2034994,0.320459,0.30228636,0.27631244,0.25987613,0.21628627,0.25993785,0.21056062,0.18701366,0.28949353,0.20523319
동반,0.33803314,0.33042383,0.26940918,0.4065911,0.3101332,0.23505673,0.24401665,0.33769327,0.34153092,0.3203781,0.22588998,0.27768135,0.3078677,0.21797499,0.26467863,0.3046366,0.17772298
동시,0.41512334,0.40017745,0.34704307,0.45157808,0.3471858,0.31398022,0.32503465,0.42624128,0.40649575,0.34896675,0.30609006,0.28380013,0.40269464,0.28730574,0.35858974,0.3591081,0.2545788
동식물,0.25879925,0.23426992,0.23005672,0.26322973,0.24936436,0.16897082,0.1836254,0.23321937,0.24879017,0.18895137,0.23666504,0.16903098,0.1874496,0.16802558,0.12640904,0.2290869,0.14641213
동아리,0.3851535,0.3518913,0.34297287,0.42359388,0.35732335,0.25889567,0.2544141,0.3877028,0.38352537,0.32976925,0.29451224,0.30718684,0.3320775,0.29434645,0.28687003,0.3542953,0.22695455
동영,0.443601,0.43606693,0.35539782,0.5346719,0.37758666,0.30965963,0.31530675,0.4443487,0.45196867,0.42546332,0.29857165,0.35931975,0.4239188,0.32246518,0.40638822,0.4335186,0.23623067
동영상,0.35314202,0.3264525,0.2411706,0.37206596,0.3067991,0.2970056,0.25225458,0.44094336,0.28926098,0.23271348,0.328625,0.2676763,0.31606713,0.23064433,0.29193124,0.40198714,0.33922195
동의,0.40329635,0.40987593,0.3226251,0.41815698,0.3329599,0.25899073,0.28669256,0.3933835,0.40777957,0.36020893,0.28567865,0.3021075,0.3657263,0.23437709,0.30079794,0.3547212,0.20260333
동일,0.40766856,0.39355958,0.3291334,0.46933216,0.35482138,0.3023492,0.29848775,0.42829826,0.40827006,0.34716448,0.2849021,0.26851788,0.40913078,0.27079198,0.36788228,0.35662508,0.24160007
동작,0.40586674,0.40611815,0.34105355,0.40716374,0.36511347,0.33115196,0.25621688,0.37279785,0.36736184,0.32165623,0.34038952,0.33858502,0.3297676,0.31532377,0.2832911,0.38096756,0.24209023
동참,0.42742658,0.43684685,0.34827554,0.4518695,0.41124883,0.29686028,0.2541304,0.4115014,0.42976552,0.37012556,0.3283388,0.35334516,0.35580838,0.31311035,0.31629407,0.41538027,0.23658746
동향,0.45309085,0.44937068,0.39106107,0.47194433,0.39076665,0.34286314,0.33535427,0.437666,0.43110788,0.37510163,0.3577497,0.35531613,0.3875296,0.33485103,0.3483159,0.40036014,0.2751214
동화,0.43987995,0.41999802,0.37319463,0.50769806,0.38588935,0.29517448,0.28165883,0.44500193,0.43804693,0.3998109,0.32172984,0.33467543,0.40251225,0.3114391,0.36659688,0.40259612,0.2640412
두각,0.37636104,0.36826235,0.30318823,0.42786446,0.33629906,0.24042207,0.23395029,0.37686193,0.34721887,0.31514928,0.2724078,0.2798795,0.30190966,0.24029437,0.25769988,0.33423653,0.20189013
두려움,0.16072093,0.17901143,0.12525693,0.1980894,0.14840427,0.028575651,0.051468447,0.11281395,0.12408432,0.12672174,0.10627709,0.11179522,0.03901546,0.07072236,0.05373787,0.15302703,0.003264118
뒷받침,0.43341467,0.43723947,0.3643108,0.4427845,0.35201406,0.31275564,0.33542687,0.43819898,0.41352016,0.34311378,0.33761773,0.33157814,0.39503396,0.3103106,0.31961328,0.37545303,0.27163067
드라마,0.3476197,0.34449852,0.30858454,0.35295093,0.33117136,0.22322223,0.18498021,0.35903805,0.30215007,0.2753351,0.28370088,0.32800016,0.25060606,0.26786312,0.20917436,0.35471225,0.20664948
드라이브,0.43447906,0.41711873,0.3157016,0.5481907,0.36251342,0.36203673,0.33130676,0.48688617,0.4365722,0.36107025,0.30617598,0.3238238,0.50122607,0.2959612,0.45242852,0.40944135,0.28394532
드로잉,0.4893333,0.44879264,0.38638857,0.61100876,0.42657313,0.37684587,0.32694837,0.53102815,0.48956686,0.41543067,0.34924898,0.3358776,0.5104943,0.3577479,0.4873916,0.445733,0.35374755
드론,0.23118171,0.2607367,0.15321173,0.20980194,0.23790404,0.2338877,0.13950188,0.29908526,0.20473653,0.09771985,0.22260147,0.23202173,0.23745705,0.13500956,0.17530856,0.29032087,0.15146422
드림,0.19226068,0.16906932,0.16364318,0.20824002,0.24499275,0.14316075,0.06566061,0.17983443,0.18186967,0.1505267,0.14756338,0.1700616,0.11042863,0.10323949,0.16157272,0.16666824,0.09397267
등급,0.4560051,0.39721,0.42618912,0.41871434,0.36116737,0.33715582,0.5024204,0.41041684,0.47105932,0.33453894,0.37453657,0.28857774,0.34504718,0.32930285,0.2891191,0.38555467,0.33365217
등록,0.41190404,0.43177927,0.3247342,0.35880977,0.39090663,0.36074215,0.29162854,0.3702886,0.4255255,0.34163415,0.3634585,0.35779107,0.40024772,0.30848196,0.29315966,0.39274582,0.30425686
등장,0.47853494,0.45479256,0.39618927,0.5743027,0.40882963,0.31524307,0.2986265,0.49969822,0.4810809,0.41381013,0.32873487,0.3499989,0.44875768,0.35150683,0.4198046,0.44388103,0.28068542
등장인물,0.28309315,0.22363877,0.2526275,0.30122262,0.35684246,0.19983253,0.08413505,0.32290107,0.24287847,0.15790594,0.25085837,0.16499215,0.29523098,0.17819016,0.23394081,0.23960541,0.30658394
디렉터,0.45119324,0.43085974,0.34478074,0.49236435,0.35643464,0.3730152,0.2798621,0.5012311,0.41783944,0.35040092,0.34900147,0.36141297,0.4344852,0.33995336,0.34427905,0.41796845,0.35529447
디바이드,0.4187265,0.4074627,0.3343437,0.45034438,0.38062358,0.3327849,0.2988971,0.43226868,0.40042377,0.33907366,0.33269578,0.3187405,0.38267255,0.28400257,0.3069929,0.38579196,0.2680374
디바이스,0.34793007,0.33326197,0.28493726,0.3912354,0.31823868,0.24985465,0.24532941,0.36614794,0.34121972,0.2745608,0.25830042,0.2543221,0.30899823,0.22336766,0.23798081,0.31620407,0.20324543
디자,0.30983657,0.29119998,0.26410508,0.36233586,0.28403643,0.18706554,0.20184547,0.32328343,0.31119546,0.25427306,0.22065046,0.22922274,0.2802111,0.19915166,0.24150008,0.27230743,0.18003097
디자이너,0.37004668,0.36618906,0.31028318,0.25908285,0.30473095,0.45491838,0.26061583,0.35460275,0.30497402,0.20227002,0.36295554,0.3290015,0.32062015,0.2902882,0.15629879,0.29667738,0.358946
디자인,0.40824163,0.39840972,0.36067098,0.33791745,0.3545488,0.44945323,0.33560818,0.3692545,0.34350932,0.28564748,0.39274776,0.37538058,0.33687252,0.31977376,0.21959592,0.36170834,0.35272962
디지털교과서,0.48823425,0.46486193,0.48193187,0.32263124,0.39660802,0.42446274,0.36034513,0.5068617,0.40026528,0.2552929,0.50361764,0.40360132,0.41534525,0.458554,0.35830575,0.39268035,0.39730895
디지털전환,0.3556296,0.40833157,0.25080517,0.252993,0.31887162,0.4448188,0.24746877,0.4093233,0.26475492,0.19820833,0.4116117,0.33141184,0.470752,0.29004973,0.40776226,0.32324034,0.29201758
디지털화,0.49312252,0.5271595,0.4208749,0.31273887,0.40324882,0.55544853,0.38070685,0.526675,0.37206846,0.29091728,0.5585523,0.40148932,0.51935476,0.40518802,0.40148586,0.41278684,0.47041544
디테일,0.39974132,0.38544238,0.34122312,0.42234826,0.3415884,0.3226025,0.33112332,0.3931322,0.37991333,0.31754124,0.31953764,0.2996158,0.34772584,0.28125322,0.29454434,0.34588644,0.2542788
딥러닝,0.52310467,0.48451865,0.4508652,0.5181714,0.43353954,0.47466993,0.47354597,0.595805,0.50032306,0.34739184,0.45751268,0.30947304,0.4952882,0.40375638,0.41453475,0.4527146,0.44945493
라디오,0.25028753,0.2759947,0.1567212,0.2697711,0.22104836,0.20836365,0.19015928,0.34991127,0.2486871,0.18794346,0.18759814,0.25268412,0.35007733,0.17009547,0.3113546,0.25977626,0.16159105
라이브,0.36922345,0.35381037,0.28403187,0.39087978,0.35804898,0.2718919,0.23353091,0.3349898,0.35853827,0.33786604,0.3026499,0.28831908,0.33662158,0.25600177,0.36844015,0.32553548,0.1999438
라인업,0.41236404,0.40175146,0.3498156,0.43935895,0.36631286,0.35724166,0.3382373,0.39632446,0.40916157,0.3203666,0.35311946,0.34213912,0.37608987,0.35538936,0.29759204,0.3922673,0.30471033
러닝,0.4704547,0.43217653,0.42653844,0.4668638,0.44315022,0.3719727,0.3716489,0.44697815,0.44586498,0.3412329,0.40972418,0.34672058,0.38236254,0.35384,0.33316606,0.43000805,0.35925102
러시아,0.25251698,0.29975802,0.16795494,0.30288482,0.19737457,0.19287035,0.20861074,0.27050602,0.29156736,0.2993632,0.15798229,0.12720214,0.3113851,0.112272024,0.26806113,0.2982986,0.14958213
